offensive_language,tweet
6,"RT @RealNiggaSherm: ""@1stBlocJeremiah: @RealNiggaSherm you home. Niggaz in that bitch was some hoes yaknow"" yazz I gotta do applewood n shit"
6,RT @RmpHarris: I kinda miss tremper I use to be threw dat bitch lol Never in class lmao
5,RT @RomerioHall: &#8220;@1inkkofrosess: I'm in this bitch &#128563;&#128563;&#128563;&#128563; like a mf &#128514;&#128514;&#128514;&#128514;&#9996;&#65039;&#127811;&#128080;&#128168;&#8221;
6,"RT @RushAmeezy: I find it hilarious how Austin says ""swag witch"" instead of ""swag bitch"" lmfao"
6,RT @SCAR_49: @16stanleys @odale_ese118 hahah that niggah got hella checked ! Do your thang Uce. #PowerCouple
5,"RT @SantosVictorero: RT @peddoc63 Lib Hypocrisy alert&#128680; bans ""bossy"" but ""bitch"" is okay! @AmyMek @michellemalkin @jjauthor #tcot http://t.c&#8230;"
6,RT @SaraWright89: Freeze bitch i'm gonna steal your heart http://t.co/N0QkB1QO7h
6,RT @SexualTruth: Eating your womans pussy is good for the soul.
6,RT @SexualTruth: Jesus turns water into wine; Instagram turns busted bitches into dimes.
6,RT @Sexualgif: if you pass up the chance with a hot faithful girl cause the single life with hoes is on your mind you are just plain dumb m&#8230;
4,"RT @ShesAddicted2Me: ""@187XO_: ' I rather jack off then fuck hoes tbh , That shit boring give me a wife ."" Lmfao , Little Be Like ..."
6,RT @SilversWright: &#8220;@LosBeOnIt: 99.9% of bitches are hoes except my mama&#8221;&#128514;&#128514;&#128514;
4,RT @Sir_Strange: Sorry that I came into your pussy like a wrecking ball.
6,"RT @SkinnyKenny13: ""@1017_Sqquad: When a fat bitch want you and a skinny bitch can't cook nothin for you &#128514;&#128514;&#128514; these hoes ain't hungry &#128514;&#128514;"" do&#8230;"
7,RT @SoCoSoPretty: And niggas don't be knowing the difference or want to believe that the bitch actually ugly
5,RT @StephenGoetz2: These hoes ain't loyal
6,"RT @StevStiffler: Element number 35 is Bromine and it comes before number 67 Ho (Holmium). Therefore, its Bros before hoes."
5,"RT @StevStiffler: what does ""forever"" mean to some of you bitches? lol 3 months?"
6,"RT @SteveStfler: ""Smoking weed is so unattractive"" 

Haha I was trying to get high bitch I'm not trying to turn you on."
5,RT @SteveStfler: After I fuck your bitch http://t.co/kqMBzM7h8Y
5,"RT @SteveStfler: Can't trust a bitch who lets the microwave hit 0, she doesn't care about her life...she probably jumps on the lava part of&#8230;"
6,"RT @SteveStfler: If I stop my car so that you can walk across the street, I better see some hustle out of you! Knees to chest bitch, KNEES &#8230;"
6,"RT @SteveStfler: White girls, if your black boyfriend doesn't call you 'shawty', then bitch you ain't that special."
6,"RT @Stoney_Blu: For example. I can't even say ""what's cooler than bein cool? ICE COLD!"" Without somebody relating it to A Phi A. No bitch t&#8230;"
4,RT @Stuff4blackppl: Not basic bitches
5,RT @TAXSTONE: I spray Clorox on the seat after bitches use it I ain't had that much trust in females since Sam Rothstein met Ginger
5,RT @TAXSTONE: If I look at my bitch she better shut up ain't no arguing with niggaz in the street or social networks
5,RT @TAXSTONE: If certain niggaz can even get my bitch attention hey can have it
6,RT @TAXSTONE: These bitches self esteem built off likes and their principles built off Instagram memes
6,RT @TAXSTONE: Y'all bitches got to learn the difference between like and love
8,RT @TAXSTONE: Y'all bitches sending inviatations to the wolves than get mad when they at ya door
6,"RT @TEYANATAYLOR: Me and this bitch may not be the best of friends, but this cover??? #STUNNING! #LoveIt She ate that &#128525;&#128525;&#128525;&#128525;&#128525; http://t.co/N5z&#8230;"
6,RT @TIKOAMG: Social network got bitches heads like &#128553; http://t.co/BHMUO4x4VU
5,RT @TKNCASH1: On the NorthSide @ WildBills With @Djholiday &#128073;Come up on a check &#10004;&#65039; Left that hoe&#128581; alone &#10004;&#65039;&#8230; http://t.co/KvLpJsua4f
5,"RT @TeGustaaa: If you suppose to be a man, don&#8217;t be a bitch."
6,RT @TeeeeRenee: bitches b tweeting everything they see to b Relavent &#128514;&#128514;&#128514; its really sad &#128563;
5,RT @TerryisBetter: What faggot complained about stretch marks?!? My nigga them shits taste like the swirls on cinnamon toast crunch http://&#8230;
4,"RT @TheDouch3: Most overused hoe excuses
1. It's just lyrics
2. My friends party so I party 
3. Men do it too
4. And vice versa
5. I was yo&#8230;"
6,"RT @TheDrunkStory: ""My girlfriend cheated on me so I dumped her. I'm dating her mom now so now that bitch is my step daughter."" - Texas Tec&#8230;"
6,"RT @TheGoodGodAbove: Victoria&#8217;s real secret?
Five nipples and a sideways vagina."
6,RT @TheKizzler: make today yo bitch
5,"RT @TheRealCoolie: How many hoes do I have ?

&#12288; Z
&#12288;&#12288; E
&#12288;&#12288;&#12288; R
&#12288;&#12288;&#12288;&#12288; O
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288;."
6,RT @TheVineNation: when you in a public place and ya side hoes come outta no where &#128557; https://t.co/1XV2fYehze
6,RT @TheeJenBunny: Oh you didn't hit me boo boo - bitches who got hit in the jaw
9,"RT @Tiny2YouHoes: but naawww though, y'all hoes is fu don't fucking play w/me."
6,RT @Todd__Kincannon: Feminism (noun): The perverted political ideology of hateful bitches too fat to get in airplane seats --&gt; http://t.co/&#8230;
6,RT @TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/4UVjjbeqDD
6,RT @TrillAssKass: wet pussy makes the dick slip out &#128166;&#128540;
9,RT @TryHardTee: @davidam_23 get downstairs and play me im fifa bitch
4,RT @TurtleMcNasty: Well I'd love to stay and chat but you're a total bitch
6,RT @TwooTwentyOne12: When bitches try to be funny ... That get you beat up real quick
4,"RT @TycoTatts: *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ? http://t.co/&#8230;"
5,RT @Tylar____: @1stBlocJeremiah Why you sneak dissin you hoe ass nigga
8,RT @Tylar____: @1stBlocJeremiah lol man bitch shut the fuck upppppp
7,RT @Tylar____: @1stBlocJeremiah lol why you tryna be raw doe bitch
9,RT @Tylar____: Man this hoe Heaven stay taking all day
8,RT @UNApologetic4: &#128514;RT @Poochda63: X___X RT @COCAINEMOUTH: Only Twitter niggas care bout hairy pussy. Them 5 niggas I fucked today ain't gi&#8230;
6,"RT @UmChillBreaux: it's never about the hoes he's entertaining , it's always about the fact that he's entertaining these hoes !"
8,"RT @WElGHTROOM: Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs No s&#8230;"
4,RT @WORIDSTARHlPHOP: If a Nigga try to slide in my bitch DMs.. http://t.co/Mr2FjYUgTn
6,RT @WORIDSTARHlPHOP: bruh he threw that bitch https://t.co/rIsBmdzY26
4,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm"
4,RT @WomensHumor: Monday was SUCH a bitch today.
6,RT @YrnReggie: How bitch how?&#128529;&#128514;&#128514; http://t.co/FCQfDKI4Zn
6,"RT @YungPineapple_: ""You like your lunch little boy?""

""Nah bitch look what I'm eating cause of you"" http://t.co/7cvA8grvds"
6,"RT @Zach_Dorsey: Give me three wishes

I wish, I wish, I wish, you would bitch"
5,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: where tf lyssa toilet mouth ass ? &#128064;&#128530;&#8221; wassup&#8221;you be twatching hoe &#128514;&#128514;
6,RT @_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;&#8221;but I'm talking to you in my bubba voice &#128514;&#128514;&#128514;&#128128;
6,RT @_BeautifulKeezy: &#8220;@100046729: Small ass pants &#128514;&#8221;bitch &#128514;&#128514;&#128514;
4,"RT @_BeautifulKeezy: hoe bang this big | | and she got nerves to think she better then us , bitches have no chill &#128564;"
6,RT @_BeautifulKeezy: ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can't hear a mouse piss &#8230;
9,RT @_DalvinA: &#8220;@Can_iGet_8: I can't stand no messy hoe&#8221;1&#8419;0&#8419;0&#8419;0&#8419; true story
5,RT @_Drettab: I hate you sidelines hoes y'all got so much courage &#128553;&#128514;
6,RT @_LoveAblePinky: &#8220;@1000gramsBee: i hate ah dirty house!!! foul living bitches&#8221;&#128514;&#128514;&#128514; it's a lot of them out there
6,RT @_ShePissGlitter: I'm not going out my way 2 make sure bitches know NOTHING ... Just pay attention !!!
5,RT @_TheCrownedHead: man I'm strolling and all I see is y'all hoes that suck dick talking about her like man don't stunt on her bru .
6,"RT @__DatTootieGurl: ""@1stBlocJeremiah: These hoes got more bodies than a cemetery&#128056;&#9749;&#65039;."""
6,"RT @__PrettyBlaack: If a bitch think I'm worried about her , that bitch overthinking &#128557;&#128514;&#128581;&#128129;&#128582;&#8252;&#65039;"
6,RT @__PrettyTea: 30 bottles ! 30 bitches !
6,"RT @___Jazsy: If a bitch tweeting about a nigga and he saying he don't mess with her , He's lying&#128533; That bitch ain't tweeting for nothing &#128527;"
4,RT @___Nisha: I hate when boys keep chasing a bitch that treat them like they any nigga &#128529;
6,RT @___Royals: When niggas try to act hard but really be bitch made &#128514;
6,RT @____Chelleeee: Been Trynna catch up Witchu pussy &#128299;
5,RT @____Quinn: When you thinking about killing a bitch http://t.co/bT7hf28U0d
6,"RT @__iamjazz: ""@shaaaaayy_: i wish i was born in a different generation , cause yall just make my pussy bones hurt . sicken ass children .&#8230;"
5,RT @__sabrinaaaaa: the same hoes is still at it
8,RT @_ayeeexo: Fxck outta here hoe &#9996;
9,"RT @_blvcksxul: When u see a bitch that don&#8217;t like u, look at u&#8230; http://t.co/vAO8ovq4XM"
6,RT @_campkevin: Bitches be thinking they are soooo out here like no your just an everyday average Instagram bitch
6,RT @_gotti300: @1stBlocJeremiah 1st block bitch Wassup
4,RT @_imjustvee: ever wanna text somebody and be like bitch die I hope you don't wake up you low down dirty muthafxcka&#128520;
5,"RT @_kourtne: don't try nd play me, I'll hoe u harder &#128514;&#128076;"
6,RT @_laddieD: These hoes sad man
9,"RT @_onnaa_: ""@1stBlocJeremiah: Gotta watch these hoes &#128064;"" I Swear &#128079;"
6,RT @_prettygirl92: Life to short to be walkin round mad at bitches
6,"RT @_sheswatsPOPPIN: js met a lil bitch wit a long name mufucka had more letters den Tennessee, I go gorilla ina pussy, RIP&#128527;"
6,RT @_tarynupsheets: The single life is hitting for zero. Like I don't even want hoes.
6,RT @_xchaazelle: most of the bitches he fw not old enough to get a ID &#128514;&#128514;so what that tell you &#128129;
4,RT @alexYvette8: &#8220;@GhettoAnnabelle: @alexYvette8 don't get me started on you potato head lookin ass bitch&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
6,RT @antglizzygg: Tell your bitch that I'm that nigga now
4,RT @army_constancio: &#8220;@1ProudMahomiee: @army_constancio http://t.co/15iZirYyMj&#8221; bitches have me like..
4,RT @bad_boy_six: Damn faggots.... #tcot http://t.co/4gkgAM6aeo
6,RT @bakedalaska: bitch took flight &#128557; http://t.co/WxgTxA7SYA
6,"RT @basedamERICan: ""Ayo take this pic for me fam""

""You think the bitches gon fuck with this pic?"" http://t.co/n4BzYk1DH4"
9,RT @basedamERICan: This burger 3 days old but I eat 19 yr old pussy so I should be fine right ? http://t.co/iHVxyab2vN
5,RT @bella_chuchi: You hoes ain't got no manners.
5,RT @benjibrown1: U hoes are super basic that give S/Os to ppl liking yall IG pics..
6,RT @benjibrown1: U lookin for a boss? Go get a job bitch
6,RT @brookebrooklyn_: Spineless bitches in backless dressess
6,RT @carterreynolds: Austin Mahone is making bitches horny right now...
7,RT @cashflowHO: I'm too pretty for this &#128526;&#128129;&#128133; . Yall lil bitches can have the petty shit &#128080;&#128169;&#128128; .
6,"RT @charlie_danger: Beautiful wall color &#128525; ""@_100d: I don't love these bitches and you shouldn't either &#128581; http://t.co/TfoTrkw25v"""
7,RT @chelseypaige42: Bitches be begging for love &amp; loyalty when they've never giving it to anyone. Karma bitch&#128520;
6,RT @chelseypaige42: I peep everything. And just know I'll slap a bitch with a smile on my face.
6,"RT @chillRoppy: &#8220;@bvdgxl: &#8220;@TRILL_A_G: When bitches say ""darkskin niggas fuck the best"" this all I see......... http://t.co/2Z2jlzYJUM&#8221;

wo&#8230;"
6,"RT @chillin662: Boosie said he got a bitch from the Sip. #THOTs are gonna have ""Boosie's bitch in da Sip"" in their bio now #BETHipHopAwards&#8230;"
9,RT @chvmpagne: Bitches that dress like this pussy taste like hot dog water and bad grades. http://t.co/wrfv9Ld6eo
5,RT @coldcACE: @1MarKus_A he knows game. He's just gonna make it as small of a loss as possible.she was 1 of Don Juan hoes off jump http://t&#8230;
6,RT @creativecarley: I'm such a bitch to you. Why do you stick around?
5,RT @crownkingz: Fuck these lancaster bitches they all the same
6,"RT @cthagod: You know my motto ""It Ain't Tricking If She's Worth It"" but fuck first, trick later depending on the potency of the pussy."
6,RT @cyberbullouing: i fought 2 little bitch ass 6 yr olds over a month ago for those :''') http://t.co/rasgyuT6pJ
6,RT @daijahshardaee: &#8220;@100046729: I need a bitch&#8221;&#128109;&#128064;&#128523;
4,"RT @dailytiz: ""Hey bitch, socialize this."" I love it RT @RedMillennial: IOC Cuts Constitution From Hockey Mask http://t.co/esxKWb4qnH via @&#8230;"
6,RT @damnlifepics: just a little closer bitch http://t.co/QWUFY11CrQ
6,RT @davegetnmoney: I beat the pussy up up up up up...
6,RT @davegetnmoney: Not a flagrant lebrons a bitch
4,"RT @davidjones720: ""Obama is out on the golf course still looking for his balls."" -Charlie Daniels"
9,"RT @declothed: this dogs like 
""Go on, tell em I ate your bitch ass homework. they ain't never gunna believe your dumb ass"" http://t.co/wLN&#8230;"
4,"RT @dopealbanian: I do know one thing tho, bitches they come &amp; go."
9,"RT @drphilDONTEhue: Don't curve the man today, in whom you may need to eat your pussy tomorrow"
6,RT @drphilDONTEhue: Real. &#8220;@heynessagirl: He eats your pussy until u nut. So why u can't return the favor&#8221;
5,RT @eanahS__: I done had EVERYTHING you hoes ever wanted s|o to MY DADDY. Nigga w the MONEY!!!!!
5,RT @eeerik23: Jimmy Graham is one ugly son of a bitch
4,RT @eemoneee: I wish a bitch would tell me something that I don't know about MY nigga. girlboo
6,RT @enymsaj_h: Kills me when bitches have a different REAL life MCM every damn Monday lmao. #WhoRaisedYou &#128550;&#128550;
6,RT @fatandfly88: Bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d&#8230;
4,"RT @frankieboyle: You can ask yourself if you trust Clegg, Cameron and Miliband, or you can vote Yes and never think about the cunts ever a&#8230;"
6,"RT @funnyorfact: If I was stranded on an island and could only bring one thing, I would bring Dora. That bitch has everything in that fu ..."
4,RT @fvxxk: A female will automatically assume you have hoes if she finds you attractive. &#128543;
9,RT @gaaybriel: I love pussy &#128523;&#128069;&#128166;&#128166;&#128049;
6,RT @guccii1017: wtf was drake asking us to pull over so he can get my autograph bitch I&#8217;m scheelp fuck you drake http://t.co/LzL0JlhdvK
6,RT @hayes2345: Cleveland nigga I'm fly We switcharoo bitches no lie
6,RT @iAmYalanda: I need some phenomenal head. Like someone who was born and breed to eat pussy. Someone who is an adept when it cums to tong&#8230;
6,RT @iAm_Sashaa: @1stBlocJeremiah corny ass hoes always got my name in they mouth.
6,RT @iSellGreenCards: 1st RT @MsSashaBelle: Show proof I sold pussy for $65. I'll wait.
6,RT @icyunv_shakia: &#8220;@1017_Sqquad Iont got not type ... Bad bitches is the only thing that I like&#8221;
6,RT @ikesizzle: If you hatin you just need some pussy...
6,RT @ikesizzle: RT @ericajenee_: &#8220;@_SheDAzzle: Ike finna have the bitter bitches upsaught&#8221; - and he don't care lmao | not at all
6,"RT @iluvdrugz: if a bitch dont act crazy over you , she dont really want you. &#128080;"
6,RT @imGONZOE: Im hooked on money.. The pussy and weed is just a bonus!
5,RT @infidelpamelaLC: Mahammad was a bitch. Cause I said so. http://t.co/3w8Gyp4vuz
5,"RT @ispeak_sarcasms: I hate girls that be like "" I can't talk to you you got too many hoes.."" Bitch where ya competitive spirit at??"
6,RT @itsDeSha__: hickeys hurt I don't see how people always have them hoes .
5,"RT @itscoleharmon_: Top 3 Lies girls tell on twitter
1. My DMs don't work
2. Why is my twitter unfollowing people
3. I'm not a hoe"
5,"RT @itscoleharmon_: s/o to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch, he &#8230;"
6,RT @itsdavedude: cant just tell me anything bitch im one click away from google at all times
6,RT @itsjustshay__: i swear i care bout everything but these bitches &#128080;
6,RT @itslenyybitch: LOL what a fake bitch
6,RT @jdollasignnn: @16stanleys &#128514;&#128514;&#128514;&#128514; I'm so weak! Ima go stalk him now lmfao! U lucky bitch &#128557;&#128148;&#128553;&#128514;
5,"RT @jerrilyn71: ""@HistoryGoon: and also.pussy!..if my shit offends u..get off twitter..block me..and go suck a cock..."
6,RT @jusabadgirl_: Nothing I hate more than a SNEAKY bitch
6,"RT @jusangel_: Bae will always be bae . Even when bae is not bae, that's still bae . Therefore , you hoes can move around please &#9996;&#65039;"
5,RT @karlos_budah: @RealNiggaSherm aye bro you kno how this shit go we in this bitch solid af running FREE THE 1ST
6,"RT @karlos_budah: Free the squaddd @1stBlocJeremiah, @RealNiggaSherm We in this bitch Solid FIRST BLOCK FREEE US"
6,"RT @keeLivinLavish: These bitches wanna fuck me, cuz dat molly got dem high&#128517;&#128138; http://t.co/xTnO13TnUS"
6,"RT @kekelovingmytwo: ""@1stBlocJeremiah: Good pussy change ya life! &#128514;&#128557;"""
4,RT @kep0ne: @quanb24 you bitch ass nigga
6,RT @kep0ne: I'm pretty sure @Krislisisms just called that dude a faggot
6,RT @kylegotjokes: Me when your bitch favorites my tweets http://t.co/MaOkZqlAOs
6,RT @lavishlolaaaaaa: Bitches be out here eating pussy more than niggas &#58385;&#58407;
5,RT @leandr321: Lowkey have no hoes and my life is an L
5,RT @lilduval: Maaan these hoes be photoshopping RT @007M_H: @lilduval damn you suppose to be that nigga. How you get catfished
6,RT @lilduval: Regular bitches be trusting niggaz and letting them raw. These hoes know better
6,RT @lilmenifee__: no hoes no baes no dips/sidelines no NOTHING &#128530;&#128563;&#128080;
5,RT @lilywalshh: Too bad I'm a bitch.. &#128528;
6,RT @littlecball: You're jealous bitch
6,"RT @lnsaneTweets: ""You're such a bitch"" 

Me: http://t.co/YuDDsljbQN"
6,"RT @lord_jonesss: @1017_Sqquad no... I want 1 billion dollars... 4 bad hoes from da islands... and a fine ass genie bitch, but datz none of&#8230;"
6,RT @lyvvvm: I'm such a bitch lmao I really just say what's on my mind though can't help it
5,RT @marthayabish_: that's the type of bitch that I hate
7,RT @mattchew81: My ex told me once she wanted me to get her a gift that would take her breath away so I got that bitch a treadmill
6,"RT @metroadlib: Amanda wants Fizz to protect her.
This dude told yo ass on MULTIPLE occasions to let this bitch be."
5,RT @mgeminiquotes: #Gemini gets irritated by jealous bitches.
4,"RT @misskaee__: ""@MrDavidRoss: How do you cheat on this ? &#128530;&#128564; http://t.co/wOgXy8wjIW""

She's just like any other female with a pussy so who &#8230;"
6,"RT @mobilesuitwaifu: Like these bitches that have green eyed curly haired kids on their IG talking about ""my future child"""
6,RT @moneygang_ROD: Musty pussy maggot bitches tryna lick my sac for riches. @OGMaco Fuckemx3
6,RT @murdcr: @sorryimalex @dollskill buy the girl stuff you twink ass bitch
6,RT @newnewgotbandz: Look at yall bitches for the child support keep getting pregnant ass bitches
6,RT @oddfuckingtaco: https://t.co/nkCXCZwrXa my nigga really tried to save his bitch lol
4,RT @ogkaykay_: y'all hoes so annoying &#128530;
6,RT @olmelonhead: when bitches spread rumors about you ; &#128520; https://t.co/21wOvyB50m
5,"RT @ovgenocide: First off, fuck your bitch. And the click you claim."
6,"RT @peidroh: when you tell the chick-fil-a cashier thank you, but that bitch don't say ""my pleasure"" http://t.co/85swWYxMNz"
6,RT @poloPowell: All tha bad bitches need to go to @CurrenSy_Spitta concert in bham tonight. &#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;&#9992;&#65039;
6,RT @popitfor_tyrick: Tbh I left all my hoes alone &#128080;
6,RT @prettykells: &#8220;@100046729: @Leelucas_ bitch you not coming http://t.co/GXpfoLusXB&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
6,RT @pumpkinheaddd: &#128530; why these hoes acting like they not getting fucked &amp; sucking dick &#128080; but I ain't saying nothing &#128520;
4,"RT @raider_level: She was like ""I don't go to raider games. They are ghetto and people get jumped"" lmao I was like ""well the shit sound lik&#8230;"
4,RT @realist_iLLest: &#8220;@187XO_: Before I run from a niggah I'll lose the fight&#8221;
6,RT @rebelGANJA: &#8220;@1BookieG: Idk why I love skinny girls&#8221; they got good pussy &#9994;
6,RT @redbonejasssy: She said I got to many hoes
6,RT @rellyOnSMASH: that shoot em up shit is cool but gimme some shit i can play in front of bitches my nigga...gimme some jiggy shit i ca ...
5,RT @robdelaney: Girl I wanna rip my dick off and throw it at your pussy.
4,RT @sarcassmlol: &#8220;jinkies i lost my glasses!&#8221; - velma in every fucking episode of scooby doo like damn bitch get contacts
6,RT @shelbieperdue: Instagram needs to stop being a bitch!
6,RT @sofancyy_: Swear these hoes ain't got nothing on me &#128107;&#128129;
4,RT @spiffytwiley: @vintage_monroe_ bitch you gorgeous
4,RT @stayfoqused: Don't eat pussy until she show you the Vagfax
6,RT @strapdafool: Naw deez ain't no 24s hoe u gota add 4 mo ...#str8up
6,RT @tailorlamar: yall niggas is hoes.
6,RT @taylorlopez96: &#8220;@harleighpurolla: You are the biggest two faced bitch I have ever met.&#8221; You won't @ her
6,RT @taysymonee: @1inkkofrosess that hoe so icy&#128557;&#128293;
6,RT @tbhjustzach: why be negative when you can be positive fucking smile you beautiful bitch
6,RT @tekiaa_: I wasnt put on earth for a bitch not to like me&amp; I damn for sure dgaffff &#128540;&#128076;
6,"RT @thatsryann: If you think your mans cheating, you take him to that bitches house and see if his wifi connects&#128074;"
5,RT @theARTofTriLL: Dolph in this hoe... Bout to rock dj holiday show!!!! #memphis
6,RT @thegame: RT @sean_locs93: The Game Beats 40 Glocc in LA (Full Video) http://t.co/80lf7HvsWm via @youtube - this bitch 40 cop can't be s&#8230;
6,RT @thtsher__: if ya bitch mad tell ha I'll put ha own &#128176;
9,RT @titaaaR15: Dumb bitch
4,"RT @trevso_electric: You want a hot body? You want a Bugatti? You better be born into wealth, bitch."
5,"RT @trillest_304: i wish they made a hoe fax .
id be like show me the hoe fax before dateing a girl ."
6,RT @tristabee: you used to be the shit but now you ain't shit bitch
9,RT @tupactopus: bad bitches get in free night at weenie hut jrs
6,RT @unanswerdverses: what bitch tried to kill Kendrick Lamar's vibe?
6,RT @urinnerdevil: ur typical twitter hoe http://t.co/YJE9LUnWVp
9,RT @vinnycrack: this bitch got the itunes terms and conditions tattooed on her http://t.co/dHRVCNRR1H
6,RT @whoThatBe_LAE: raising asia.... that lil bitch could dance bruh &#128514;
6,RT @worIdstarcomedy: When you're stressing over someone then realize you got hoes .. &#128514;&#128557;&#128175; https://t.co/PFmRDuHoXb
5,"RT @worley_7: Enough with the mind fuck and pass me the fucking nachos, cunt."
6,RT @xBrandi_: Only real bitches suck dick
5,"RT @xDSmooth: #shoutout to that niggah @1BookieG 
Go follow"
5,RT @xDSmooth: I asked @1BookieG what's the definition of a preppy white girl and this niggah said Starbucks
6,RT @xDSmooth: I took yo job bitch @1BookieG
5,RT @xDSmooth: Nooo I left my papers in the basement n my niggah getting some cakes down there -.-
6,RT @xDSmooth: This niggah said her lips dry ass hell lmao &#128514;&#128514;&#128514;&#128514;
9,RT @xNikiaaa_: @1stBlocJeremiah damn where you on house arrest at ? &amp; yup in tht bitch like &#128080;&#128131;&#128527;
6,RT @xPoppinWheelies: &#8220;@1stBlocJeremiah: All y'all bitches corny lol&#8221;rt
9,RT @xPoppinWheelies: Lol the thirst be so real on dis bitch &#128514;
6,RT @xTayGOTTII: &#8220;@__DatTootieGurl: @TaeFrmUTW @xTayGOTTII iont Like yall always talking. Not even tryna be funny thou rns&#8221;&#128514;&#128514;&#128514;&#128514; bitch I do&#8230;
6,RT @xleaaahh: &#8220;@1stBlocJeremiah: I want subway cookies&#8221; dem bitches do sound good rn&#128514;&#128551;
6,"RT @xsamanthaelaine: 1 good girl is worth 1,000 bitches &amp; people still fail to realize that"
6,"RT @yayabad1_SODMG: ""@_100d: Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;"" real shit"
6,RT @yes_paul: I bitch about unnecessary things lol
6,RT @yglukeg: Why is Arizona hot as hell and then literally 5 minutes later it's fuckin Hurricane Katrina up in this bitch
6,RT and pass that bitch http://t.co/YoLSpKhiC0
9,Ray Rice is a bitch &amp; his wife is stupid for staying by his side.
5,Real niggas speaking bitch u better listen....
6,Reathie phone jumping out the gym finna cut this bitch off
8,"Reminiscin on my swinger days, when I drove a Caddy and my bitch sported a finger wave"
4,Rt &#8220;@princessalyssxo: When I see you walk up I think hoe&#8221;
6,Rt for a Hdm *everybody* &#128514;&#128514;&#128514;&#128514; block bitches too
6,"Run in ya spot, smash ya hoe fuck on ya couch"
6,"Run it up first , these hoes come later&#9996;&#65039;"
5,S/O to this hoe tonight ol hating ass http://t.co/HIt4475tyZ
6,S/o that real bitch
5,SHIT! RT @KingHov1313: I want a bitch so bad that I'd eat her in front of her kids!&#128553;
6,STOP texting these hoes good morning!
4,Sadboy bitch we worldwidee
6,Said you a mean bitch
6,"Same bitches they be all in my face bout how they couldn't do it , be the same bitches all on his dick &#128530;"
5,Say you love that bitch so much I'll kill yo ass in front of her
6,Scrappy got the hoes &#128056;&#9749;&#65039;.. It's 3 of em on stage I wonder how many in the audience
6,See &#128064; ima stop &#10060;&#128282; getting on this here Twitter arguing with you hoes&#128078;&#128078;......stupidity is a trait that I &#9757;&#65039;DONT NOT FUCK WITH &#128680;&#128679;
7,She a hoe cause your boyfriend want her? she scary cause she dont talk shit like y'all? she ugly cause you don't like her? GROW UP!
5,She even had a hoe name.
5,She fuck with me cause I ain't no bitch .
6,She got arrested for domestic violence against him!! Ugh bitch -_-
6,She say her pussy hairy ... I wana see &#128047;&#128064;&#128064;&#128064;&#128064;
6,She think she bad but my bitch meaner
6,Shine on them hoes
7,"Shine on them hoes, let em know you run shit !"
6,Shittin on all my old hoes
4,Shoot dat nigga n his shordy bitch
6,Shoot dice let yo hoe fade me
9,Shoutout that real bitch
6,Shut up bitch swallow
6,Side hoes need rounds too... RT @Peachpapayya: They always play stupid hoe song back to back
6,Skinny girls be having that gotta go a couple rounds pussy
4,Slide in that hoe DM's like &#127938;&#127938;&#127938;
6,Smh ma niggah
4,Smh. Go play dreamcast RT @TheGoodfella_: Hate playing with someone at home on that trash ass default broadcast cam... 2K camera is the goat
6,Smoke good weed with bad bitch and give a good girl bad habits
6,Smoke sesh niggah what u mean
9,So if a girl gets drunk and does some hoe shit...it's rape now???
6,"So my coworker is yellin at my other coworker and I so I'm like ""Who you talkin to? Cuz it's not me"" then she wanna bktrack like no bitch"
5,So yall give farwells to Lulu yet did all but shit on Kris? Ok bitches... ok
